#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
1B|6L425|32.733002|-100.4981|632.6|237425|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L428|32.733601|-100.498299|633.0|237428|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L431|32.7342|-100.498497|629.2|237431|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L434|32.734798|-100.498596|631.1|237434|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L437|32.735401|-100.498802|631.2|237437|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L440|32.736|-100.499001|628.2|237440|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L443|32.736599|-100.4991|625.8|237443|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L446|32.737202|-100.499298|623.6|237446|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L449|32.737701|-100.499496|622.1|237449|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L452|32.7383|-100.499603|617.0|237452|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L455|32.738899|-100.499802|615.2|237455|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L458|32.739498|-100.5|619.4|237458|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L461|32.740101|-100.500099|615.0|237461|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L464|32.7407|-100.500298|615.6|237464|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L467|32.741299|-100.500504|610.4|237467|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L470|32.741901|-100.500603|613.5|237470|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L473|32.742401|-100.500801|612.0|237473|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L476|32.743|-100.500999|610.6|237476|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L479|32.743599|-100.501198|609.1|237479|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L482|32.744202|-100.501297|604.9|237482|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L485|32.744801|-100.501503|611.7|237485|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L488|32.745399|-100.501701|604.9|237488|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L491|32.745998|-100.501801|609.1|237491|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L494|32.746601|-100.501999|606.8|237494|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L497|32.747101|-100.502197|604.6|237497|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L500|32.7477|-100.502296|604.3|237500|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L503|32.748299|-100.502502|607.2|237503|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L506|32.748901|-100.502701|606.3|237506|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L509|32.7495|-100.5028|612.8|237509|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L512|32.750099|-100.502998|611.8|237512|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L515|32.750702|-100.503197|610.7|237515|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L518|32.751301|-100.503304|615.3|237518|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L521|32.751801|-100.503502|613.1|237521|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L524|32.752399|-100.5037|610.8|237524|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L527|32.752998|-100.503899|611.4|237527|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L530|32.753601|-100.503998|612.2|237530|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L533|32.7542|-100.504204|614.5|237533|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L536|32.754799|-100.504402|617.0|237536|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L539|32.755402|-100.504501|623.2|237539|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L542|32.756001|-100.5047|619.4|237542|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L545|32.7565|-100.504898|622.8|237545|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L548|32.757099|-100.504997|623.4|237548|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L551|32.757702|-100.505203|618.8|237551|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L554|32.758301|-100.505402|621.1|237554|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L557|32.7589|-100.505501|620.6|237557|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L560|32.759499|-100.505699|616.7|237560|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L563|32.760101|-100.505898|618.6|237563|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L566|32.7607|-100.505997|620.2|237566|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L569|32.7612|-100.506203|621.5|237569|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L572|32.761799|-100.506401|619.1|237572|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L575|32.762402|-100.506599|619.9|237575|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L578|32.763|-100.506699|625.2|237578|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L581|32.763599|-100.506897|627.0|237581|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L584|32.764198|-100.507103|625.9|237584|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L587|32.764801|-100.507202|625.0|237587|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L590|32.7654|-100.507401|626.7|237590|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L593|32.7659|-100.507599|627.8|237593|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L596|32.766499|-100.507698|632.7|237596|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L599|32.767101|-100.507896|633.7|237599|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L602|32.7677|-100.508102|632.5|237602|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L605|32.768299|-100.508202|632.5|237605|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L608|32.768902|-100.5084|632.4|237608|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L611|32.769501|-100.508598|629.1|237611|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L614|32.7701|-100.508698|632.7|237614|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L617|32.770599|-100.508904|633.9|237617|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L620|32.771198|-100.509102|633.9|237620|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L623|32.771801|-100.5093|633.0|237623|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L626|32.7724|-100.509399|631.4|237626|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L629|32.772999|-100.509598|628.1|237629|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L632|32.773602|-100.509804|627.4|237632|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L635|32.7742|-100.509903|624.7|237635|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L638|32.774799|-100.510101|622.9|237638|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L641|32.775299|-100.5103|623.6|237641|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6L644|32.775902|-100.510399|622.3|237644|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N359|32.720501|-100.492302|624.6|239359|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N362|32.7211|-100.4925|624.5|239362|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N365|32.721699|-100.492699|622.2|239365|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N368|32.722301|-100.492798|621.3|239368|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N371|32.7229|-100.492996|621.8|239371|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N374|32.723499|-100.493202|623.8|239374|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N377|32.724098|-100.493301|620.8|239377|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N380|32.724602|-100.4935|620.1|239380|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N383|32.725201|-100.493698|621.2|239383|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N386|32.7258|-100.493797|620.8|239386|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N389|32.726398|-100.494003|621.3|239389|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N392|32.727001|-100.494202|622.6|239392|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N395|32.7276|-100.494301|622.5|239395|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N398|32.728199|-100.494499|622.6|239398|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N401|32.728802|-100.494698|620.4|239401|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N404|32.729301|-100.494904|619.7|239404|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N407|32.7299|-100.495003|619.4|239407|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N410|32.730499|-100.495201|619.9|239410|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N413|32.731098|-100.495399|620.1|239413|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N416|32.731701|-100.495499|621.2|239416|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N419|32.7323|-100.495697|622.8|239419|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N422|32.732899|-100.495903|622.4|239422|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N425|32.733501|-100.496002|623.1|239425|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N428|32.7341|-100.496201|625.5|239428|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N431|32.7346|-100.496399|626.6|239431|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N434|32.735199|-100.496498|625.2|239434|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N437|32.735802|-100.496696|626.4|239437|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N440|32.736401|-100.496902|625.2|239440|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N443|32.737|-100.497002|625.9|239443|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N446|32.737598|-100.4972|624.2|239446|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N449|32.738201|-100.497398|623.3|239449|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N452|32.7388|-100.497597|622.1|239452|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N455|32.7393|-100.497704|620.0|239455|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N458|32.739899|-100.497902|617.7|239458|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N461|32.740501|-100.4981|615.2|239461|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N464|32.7411|-100.498199|614.3|239464|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N467|32.741699|-100.498398|611.7|239467|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N470|32.742298|-100.498596|610.2|239470|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N473|32.742901|-100.498703|613.7|239473|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N476|32.7435|-100.498901|606.4|239476|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N479|32.743999|-100.4991|604.0|239479|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N482|32.744598|-100.499199|605.1|239482|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N485|32.745201|-100.499397|604.8|239485|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N488|32.7458|-100.499603|602.3|239488|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N491|32.746399|-100.499702|602.7|239491|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N494|32.747002|-100.499901|603.9|239494|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N497|32.747601|-100.500099|604.2|239497|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N500|32.748199|-100.500298|603.2|239500|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N503|32.748699|-100.500397|603.2|239503|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N506|32.749298|-100.500603|604.5|239506|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N509|32.749901|-100.500801|604.7|239509|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N512|32.7505|-100.5009|605.4|239512|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N515|32.751099|-100.501099|606.7|239515|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N518|32.751701|-100.501297|607.0|239518|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N521|32.7523|-100.501404|607.8|239521|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N524|32.752899|-100.501602|606.8|239524|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N527|32.753399|-100.501801|608.8|239527|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N530|32.754002|-100.5019|613.6|239530|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N533|32.754601|-100.502098|612.6|239533|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N536|32.755199|-100.502296|614.6|239536|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N539|32.755798|-100.502403|618.8|239539|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N542|32.756401|-100.502602|618.1|239542|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N545|32.757|-100.5028|617.1|239545|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N548|32.757599|-100.502899|612.1|239548|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N551|32.758099|-100.503098|612.5|239551|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N554|32.758701|-100.503304|612.8|239554|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N557|32.7593|-100.503502|613.7|239557|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N560|32.759899|-100.503601|613.6|239560|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N563|32.760502|-100.503799|614.2|239563|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N566|32.761101|-100.503998|614.6|239566|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N569|32.7617|-100.504097|615.6|239569|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N572|32.762299|-100.504303|617.0|239572|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N575|32.762798|-100.504501|619.1|239575|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N578|32.763401|-100.504601|619.0|239578|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N581|32.764|-100.504799|620.7|239581|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N584|32.764599|-100.504997|623.0|239584|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N587|32.765202|-100.505096|625.0|239587|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N590|32.7658|-100.505302|628.0|239590|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N593|32.766399|-100.505501|630.3|239593|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N596|32.766998|-100.5056|631.8|239596|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N599|32.767502|-100.505798|633.8|239599|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N602|32.768101|-100.505997|639.4|239602|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N605|32.7687|-100.506203|632.6|239605|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N608|32.769299|-100.506302|632.7|239608|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N611|32.769901|-100.5065|633.0|239611|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N614|32.7705|-100.506699|635.3|239614|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N617|32.771099|-100.506798|633.8|239617|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N620|32.771702|-100.507004|638.9|239620|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N623|32.772202|-100.507202|616.4|239623|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N626|32.7728|-100.507301|632.1|239626|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N629|32.773399|-100.5075|630.9|239629|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N632|32.773998|-100.507698|621.6|239632|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N635|32.774601|-100.507797|627.7|239635|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N638|32.7752|-100.508003|624.8|239638|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N641|32.775799|-100.508202|619.9|239641|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6N644|32.776402|-100.508301|618.4|239644|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P359|32.721001|-100.490196|629.2|241359|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P365|32.722099|-100.490601|624.2|241365|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P368|32.722698|-100.4907|622.2|241368|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P371|32.723301|-100.490898|621.5|241371|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P374|32.7239|-100.491096|618.4|241374|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P377|32.724499|-100.491302|622.6|241377|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P380|32.725101|-100.491402|628.0|241380|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P383|32.7257|-100.4916|620.0|241383|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P386|32.726299|-100.491798|619.8|241386|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P389|32.726799|-100.491898|619.3|241389|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P392|32.727501|-100.492104|619.3|241392|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P395|32.728001|-100.492302|616.3|241395|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P401|32.729198|-100.492599|616.9|241401|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P404|32.729801|-100.492798|614.3|241404|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P407|32.7304|-100.492897|615.6|241407|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P410|32.730999|-100.493103|615.9|241410|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P413|32.731499|-100.493301|615.8|241413|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P416|32.732101|-100.493401|615.4|241416|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P419|32.7327|-100.493599|614.0|241419|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P422|32.733299|-100.493797|617.0|241422|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P425|32.733898|-100.493896|615.0|241425|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P428|32.734501|-100.494102|617.9|241428|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P431|32.7351|-100.494301|618.6|241431|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P437|32.736198|-100.494598|618.9|241437|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P440|32.736801|-100.494797|618.6|241440|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P443|32.7374|-100.495003|618.9|241443|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P446|32.737999|-100.495102|616.4|241446|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P449|32.738602|-100.4953|620.6|241449|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P452|32.739201|-100.495499|618.6|241452|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P455|32.739799|-100.495598|615.9|241455|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P458|32.740299|-100.495796|616.0|241458|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P461|32.740898|-100.496002|612.4|241461|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P464|32.741501|-100.496101|612.9|241464|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P467|32.7421|-100.4963|611.2|241467|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P473|32.743301|-100.496597|608.6|241473|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P476|32.7439|-100.496803|607.7|241476|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P479|32.744499|-100.497002|605.3|241479|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P482|32.745098|-100.497101|603.7|241482|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P485|32.745602|-100.497299|603.7|241485|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P488|32.746201|-100.497498|602.0|241488|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P491|32.746799|-100.497704|601.0|241491|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P494|32.747398|-100.497803|602.1|241494|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P497|32.748001|-100.498001|602.5|241497|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P500|32.7486|-100.498199|602.8|241500|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P503|32.749199|-100.498299|602.9|241503|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P509|32.750301|-100.498703|602.1|241509|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P512|32.7509|-100.498802|602.0|241512|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P515|32.751499|-100.499001|602.4|241515|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P518|32.752102|-100.499199|603.7|241518|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P521|32.752701|-100.499298|607.8|241521|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P524|32.7533|-100.499496|602.8|241524|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P527|32.753899|-100.499702|607.2|241527|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P530|32.754501|-100.499802|608.7|241530|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P533|32.755001|-100.5|609.2|241533|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P536|32.7556|-100.500198|610.7|241536|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P539|32.756199|-100.500397|610.4|241539|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P545|32.757401|-100.500702|610.1|241545|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P548|32.757999|-100.5009|605.6|241548|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P551|32.758598|-100.500999|610.3|241551|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P554|32.759201|-100.501198|610.8|241554|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P557|32.759701|-100.501404|610.4|241557|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P560|32.7603|-100.501503|610.6|241560|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P563|32.760899|-100.501701|611.9|241563|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P566|32.761501|-100.5019|610.2|241566|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P569|32.7621|-100.501999|612.9|241569|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P572|32.762699|-100.502197|614.4|241572|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P575|32.763302|-100.502403|619.4|241575|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P581|32.7645|-100.502701|620.5|241581|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P584|32.764999|-100.502899|622.9|241584|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P587|32.765598|-100.503098|625.5|241587|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P590|32.766201|-100.503197|628.4|241590|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P593|32.7668|-100.503403|625.9|241593|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P596|32.767399|-100.503601|627.0|241596|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P599|32.768002|-100.5037|630.4|241599|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|6P602|32.7686|-100.503899|631.8|241602|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
